M,K,Label,Both_Hands,F_Index,F_Middle,F_Pinky,F_Ring,F_Thumb,M_Back,M_Down,M_Front,M_In,M_Iterative,M_Out,M_Up,O_Back,O_Down,O_Front,O_In,O_Out,O_Up,feature_path_m,feature_path_k,fold
train/009/M_01648.avi,train/009/K_01648.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_01648.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_01648.npy,3
train/009/M_01652.avi,train/009/K_01652.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_01652.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_01652.npy,3
train/010/M_01809.avi,train/010/K_01809.avi,19,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_01809.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_01809.npy,3
train/010/M_01929.avi,train/010/K_01929.avi,19,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_01929.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_01929.npy,3
train/011/M_02063.avi,train/011/K_02063.avi,19,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02063.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02063.npy,3
train/012/M_02321.avi,train/012/K_02321.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02321.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02321.npy,3
train/012/M_02366.avi,train/012/K_02366.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02366.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02366.npy,3
train/014/M_02609.avi,train/014/K_02609.avi,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02609.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02609.npy,3
train/015/M_02879.avi,train/015/K_02879.avi,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02879.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02879.npy,3
train/015/M_02920.avi,train/015/K_02920.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02920.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02920.npy,3
train/015/M_02930.avi,train/015/K_02930.avi,19,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02930.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02930.npy,3
train/015/M_02932.avi,train/015/K_02932.avi,19,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_02932.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_02932.npy,3
train/016/M_03012.avi,train/016/K_03012.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03012.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03012.npy,3
train/017/M_03229.avi,train/017/K_03229.avi,19,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03229.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03229.npy,3
train/017/M_03238.avi,train/017/K_03238.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03238.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03238.npy,3
train/017/M_03249.avi,train/017/K_03249.avi,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03249.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03249.npy,3
train/017/M_03296.avi,train/017/K_03296.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03296.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03296.npy,3
train/017/M_03308.avi,train/017/K_03308.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03308.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03308.npy,3
train/017/M_03311.avi,train/017/K_03311.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03311.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03311.npy,3
train/017/M_03382.avi,train/017/K_03382.avi,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03382.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03382.npy,3
train/018/M_03406.avi,train/018/K_03406.avi,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03406.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03406.npy,3
train/018/M_03493.avi,train/018/K_03493.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03493.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03493.npy,3
train/018/M_03562.avi,train/018/K_03562.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03562.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03562.npy,3
train/019/M_03616.avi,train/019/K_03616.avi,19,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03616.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03616.npy,3
train/019/M_03685.avi,train/019/K_03685.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03685.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03685.npy,3
train/019/M_03784.avi,train/019/K_03784.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03784.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03784.npy,3
train/020/M_03848.avi,train/020/K_03848.avi,19,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03848.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03848.npy,3
train/020/M_03876.avi,train/020/K_03876.avi,19,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03876.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03876.npy,3
train/020/M_03972.avi,train/020/K_03972.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_03972.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_03972.npy,3
train/021/M_04157.avi,train/021/K_04157.avi,19,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04157.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04157.npy,3
train/021/M_04173.avi,train/021/K_04173.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04173.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04173.npy,3
train/021/M_04179.avi,train/021/K_04179.avi,19,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04179.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04179.npy,3
train/021/M_04187.avi,train/021/K_04187.avi,19,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04187.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04187.npy,3
train/022/M_04264.avi,train/022/K_04264.avi,19,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04264.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04264.npy,3
train/022/M_04278.avi,train/022/K_04278.avi,19,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04278.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04278.npy,3
train/023/M_04468.avi,train/023/K_04468.avi,19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04468.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04468.npy,3
train/023/M_04560.avi,train/023/K_04560.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04560.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04560.npy,3
train/024/M_04613.avi,train/024/K_04613.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04613.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04613.npy,3
train/024/M_04637.avi,train/024/K_04637.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04637.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04637.npy,3
train/024/M_04755.avi,train/024/K_04755.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04755.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04755.npy,3
train/024/M_04797.avi,train/024/K_04797.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04797.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04797.npy,3
train/025/M_04891.avi,train/025/K_04891.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04891.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04891.npy,3
train/025/M_04916.avi,train/025/K_04916.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04916.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04916.npy,3
train/025/M_04946.avi,train/025/K_04946.avi,19,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_04946.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_04946.npy,3
train/026/M_05069.avi,train/026/K_05069.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05069.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05069.npy,3
train/027/M_05310.avi,train/027/K_05310.avi,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05310.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05310.npy,3
train/027/M_05341.avi,train/027/K_05341.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05341.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05341.npy,3
train/027/M_05361.avi,train/027/K_05361.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05361.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05361.npy,3
train/028/M_05517.avi,train/028/K_05517.avi,19,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05517.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05517.npy,3
train/029/M_05606.avi,train/029/K_05606.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05606.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05606.npy,3
train/029/M_05755.avi,train/029/K_05755.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05755.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05755.npy,3
train/029/M_05793.avi,train/029/K_05793.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_05793.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_05793.npy,3
train/031/M_06027.avi,train/031/K_06027.avi,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06027.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06027.npy,3
train/031/M_06131.avi,train/031/K_06131.avi,19,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06131.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06131.npy,3
train/032/M_06230.avi,train/032/K_06230.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06230.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06230.npy,3
train/032/M_06234.avi,train/032/K_06234.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06234.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06234.npy,3
train/032/M_06272.avi,train/032/K_06272.avi,19,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06272.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06272.npy,3
train/032/M_06335.avi,train/032/K_06335.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06335.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06335.npy,3
train/033/M_06455.avi,train/033/K_06455.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06455.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06455.npy,3
train/033/M_06539.avi,train/033/K_06539.avi,19,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06539.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06539.npy,3
train/034/M_06685.avi,train/034/K_06685.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06685.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06685.npy,3
train/034/M_06692.avi,train/034/K_06692.avi,19,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06692.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06692.npy,3
train/035/M_06968.avi,train/035/K_06968.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_06968.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_06968.npy,3
train/036/M_07161.avi,train/036/K_07161.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07161.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07161.npy,3
train/037/M_07211.avi,train/037/K_07211.avi,19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07211.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07211.npy,3
train/038/M_07478.avi,train/038/K_07478.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07478.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07478.npy,3
train/038/M_07562.avi,train/038/K_07562.avi,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07562.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07562.npy,3
train/038/M_07563.avi,train/038/K_07563.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07563.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07563.npy,3
train/039/M_07632.avi,train/039/K_07632.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07632.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07632.npy,3
train/039/M_07765.avi,train/039/K_07765.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07765.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07765.npy,3
train/040/M_07856.avi,train/040/K_07856.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07856.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07856.npy,3
train/040/M_07865.avi,train/040/K_07865.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_07865.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_07865.npy,3
train/041/M_08070.avi,train/041/K_08070.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08070.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08070.npy,3
train/041/M_08091.avi,train/041/K_08091.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08091.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08091.npy,3
train/041/M_08101.avi,train/041/K_08101.avi,19,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08101.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08101.npy,3
train/042/M_08243.avi,train/042/K_08243.avi,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08243.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08243.npy,3
train/042/M_08294.avi,train/042/K_08294.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08294.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08294.npy,3
train/042/M_08299.avi,train/042/K_08299.avi,19,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08299.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08299.npy,3
train/042/M_08381.avi,train/042/K_08381.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08381.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08381.npy,3
train/043/M_08434.avi,train/043/K_08434.avi,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08434.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08434.npy,3
train/044/M_08678.avi,train/044/K_08678.avi,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08678.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08678.npy,3
train/044/M_08699.avi,train/044/K_08699.avi,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08699.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08699.npy,3
train/044/M_08719.avi,train/044/K_08719.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08719.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08719.npy,3
train/044/M_08728.avi,train/044/K_08728.avi,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08728.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08728.npy,3
train/044/M_08738.avi,train/044/K_08738.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08738.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08738.npy,3
train/044/M_08766.avi,train/044/K_08766.avi,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/scratch/gilbreth/choi502/ie590/feature_maps/M_08766.npy,/scratch/gilbreth/choi502/ie590/feature_maps/K_08766.npy,3
